Total Water Withdrawals (bcm),GDP (current US$),Agriculture Water Withdrawals (%),Water Stress Level (%),Domestic Water Withdrawals (%),Water Productivity (2015 US$ GDP per cubic meter),Average Precipitation (mm per year),Renewable Internal Water Resources (bcm),Industry Water Withdrawals (%),Total Population,Year,Country
0.02405,813260468.9,92.23300971,8.016666667,6.213592233,39.39634158,228,0.3,1.553398058,480089,2003,Cabo Verde
0.2336,97798351648,42.26165209,402.7586207,55.42915358,418.6307403,74,0.056,2.309194329,1610274,2009,Qatar
0.276666541,3318107347,66.31581951,9.161143753,26.54562304,15.9361305,1212,9.5,7.13855745,9270066,2006,Rwanda
37.69,5.52025E+11,73.92800424,10.45666408,15.48438327,15.75640664,591,292,10.58761249,42202935,2013,Argentina
1.55,13899228824,18.81443299,14.32135267,19.32989691,9.070568107,2051,10.823,61.8556701,2784543,2014,Jamaica
5.73785,56302129630,57.17771097,19.7414416,29.62575698,12.73084357,1335,38.12,13.19653204,11276609,2008,Cuba
1.068,3291353836,94.19475655,77.55991285,3.867041199,2.96820817,788,2.64,1.938202247,1077735,2006,Eswatini
70.43,1.87327E+12,61.09612381,1.550638485,24.08064745,25.83679406,1761,5661,14.82322874,211782878,2019,Brazil
9.919,6235856820,63.28598795,43.80216383,8.128120378,1.445125701,447,8.115,28.58589167,8171950,2002,Azerbaijan
0.101,1696000000,67.72277228,1.260294485,11.28712871,18.89536311,1705,15.26,20.99009901,297173,2007,Belize
9.78261156,1.39223E+12,58.36716182,3.933498818,23.40292159,152.4929325,534,492,18.22991659,25340217,2019,Australia
5.124642857,68035403136,82.95881235,732.0918367,13.42268112,16.33474346,56,0.7,3.618506522,6097177,2007,Libya
0.0438,2367113170,8.675799087,2.565905097,45.66210046,51.36330698,788,5.23,45.66210046,2073939,2013,Lesotho
0.331666667,22157948396,4.356335663,20.05239823,62.00831039,71.52747341,2200,3.84,33.63555949,1410296,2010,Trinidad and Tobago
57.307,3.41105E+11,90.37448086,23.01393518,4.77960423,6.054550234,1622,224.51,4.845914913,68270489,2010,Thailand
0.926705882,3394084885,66.94904404,3.953523389,29.74564698,5.611107768,151,3.5,3.305308979,12900790,2003,Niger
9.4971,24524098185,98.13522023,8.311832662,1.554158638,2.576186979,1500,198.2,0.310621137,27861186,2016,Nepal
0.3921,8355006707,0.25503698,0.132242833,57.00076511,32.95976825,3142,801,42.74419791,6708217,2006,Papua New Guinea
1.607,13881701034,73.30429372,4.621268764,19.60174238,10.84538611,1976,90.66,7.093963908,8101777,2008,Honduras
161.1171875,4.32217E+11,78.66302823,21.49088802,8.950458072,3.465291633,2702,2018.7,12.3865137,234858289,2007,Indonesia
2.20808,1.24346E+11,82.84531204,1472.053333,15.43921917,99.01407324,78,0.15,1.715468796,3813443,2003,United Arab Emirates
23.92826062,3.81112E+11,70.57084369,3.582074943,15.76877424,11.91293382,3240,2145,13.66038207,46677947,2014,Colombia
1.4447,4482697337,94.34484668,3.298401827,4.243095452,3.075249557,2387,241,1.412057867,759087,2016,Guyana
2.3122,30183575104,4.473301628,16.6705119,7.61513501,15.07450423,656,15.46,87.91156336,3269909,2006,Lithuania
0.425897368,7650671477,62.20920533,14.10256187,34.21011981,16.56718305,1212,9.5,3.58067486,10840334,2012,Rwanda
1.473,13219084261,73.04820095,1.751486326,25.25458248,11.66365694,1032,100.3,1.697216565,28569441,2017,Mozambique
0.081,3106500000,67.65432099,101.25,24.69135802,53.68761673,1422,0.08,7.654320988,266455,2002,Barbados
20.282,20203572960,98.1696273,54.75701944,0.99838511,0.895942831,327,47.15,0.831987591,30466479,2012,Afghanistan
0.288736539,9062898936,49.06749556,248.910809,45.75932504,53.50179447,83,0.004,5.173179396,711442,2000,Bahrain
11.571,1.75671E+11,47.60670468,8.969767442,35.41558666,23.67765576,1150,221,16.97770866,140490722,2005,Nigeria
0.743221429,10195627645,62.93532338,82.31492176,32.58706468,28.68630927,111,0.682,4.47761194,5396117,2003,Jordan
29.197,1.05322E+12,58.29971345,85.22183304,25.44504063,36.81719159,1274,64.85,16.25524592,48438292,2006,"Korea, Rep."
0.0431,65203276467,0.696055685,3.573797678,94.66357309,1328.004064,934,1,4.64037123,543360,2013,Luxembourg
0.2795,17517210519,0.107797341,0.379807039,28.7459576,62.67338289,1940,170,71.14624506,330815,2015,Iceland
5.6294,50781996713,14.72270579,41.60987508,15.98038867,9.020854214,608,21,69.29690553,7177991,2015,Bulgaria
21.39,2.07999E+11,58.38085445,29.66712899,11.6247546,7.712031419,250,64.35,29.99439095,16792090,2012,Kazakhstan
444.3961118,1.86951E+13,39.65878143,28.16198427,13.14231696,41.65113187,715,2818,47.19890162,323071755,2016,United States
0.4624,11181350461,54.26038062,3.395007342,9.796712803,25.50390084,241,34.8,35.94290657,3029555,2016,Mongolia
11.3174,1.35765E+11,48.67319176,8.773178295,34.69488711,22.74385705,1150,221,16.63192113,136756848,2004,Nigeria
2.184,10351914093,94.0018315,1.036544851,4.487179487,5.512349486,1904,120.6,1.510989011,13943888,2008,Cambodia
0.3362,28557451143,4.358037578,20.32648126,62.00417537,77.88893401,2200,3.84,33.63778706,1440729,2013,Trinidad and Tobago
5.184,57003685912,89.35185185,12.96324081,10.16589506,10.99765853,1071,84,0.482253086,58090443,2018,Tanzania
5.251127273,35901200000,52.60807246,18.06684078,32.87932399,9.45011609,1335,38.12,14.51260355,11199217,2003,Cuba
0.0522,71000359760,0.957854406,4.328358209,95.40229885,1238.922712,934,1,3.639846743,607950,2018,Luxembourg
2.184,11242275199,94.0018315,1.036544851,4.487179487,5.846119234,1904,120.6,1.510989011,14363532,2010,Cambodia
0.0253,1769787215,92.59259259,8.433333333,5.925925926,68.53115975,228,0.3,1.481481482,564954,2017,Cabo Verde
10.64,8.77173E+11,1.084409458,20.20125309,12.39614928,69.57935758,778,11,86.51944126,16804432,2013,Netherlands
1.068,4886533033,94.19475655,77.55991285,3.867041199,3.550500949,788,2.64,1.938202247,1111444,2012,Eswatini
0.0725,2067381766,0.551724138,0.335648148,82.89655172,30.74850577,1343,141,16.55172414,4564540,2009,Central African Republic
12.946,58636150710,87.36289201,90.78541374,6.218136876,4.829956378,1712,52.8,6.418971111,20261738,2010,Sri Lanka
2.722272727,2.89787E+11,65.85519242,1814.848485,32.9296249,103.8901052,78,0.15,1.215182683,8481771,2010,United Arab Emirates
0.2911,16125060515,0.068681319,0.39557005,29.53296703,56.66350059,1940,170,70.39835165,323764,2013,Iceland
20.83,22152694162,67.24584813,28.89042996,10.24287223,3.606027218,250,64.35,22.51127964,14858335,2001,Kazakhstan
0.6159,4016040575,69.99512908,3.950609365,8.004546193,8.534303319,2331,99,22.00032473,600301,2019,Suriname
38.51,1.66602E+11,91.49156939,54.08707865,3.190661479,4.927755863,216,35.2,5.317769131,38697943,2016,Iraq
3.78072,42685972269,76.27643249,95.9987812,22.53023643,12.84329401,207,4.195,1.193331079,11933041,2018,Tunisia
0.0438,2306741845,8.675799087,2.565905097,45.66210046,54.06655865,788,5.23,45.66210046,2170617,2017,Lesotho
33.231,60572257122,88.55573591,5.801501397,9.951664201,1.697769163,2091,1002.8,1.492599891,50648334,2013,Myanmar
0.673,62316840750,10.58495822,1.496220543,63.37047354,82.18959738,1113,37.7,26.04456825,4087843,2018,Croatia
0.591,14735695931,51.00671141,21.48309706,47.14765101,22.81140161,2041,2.751,1.845637584,1265303,2018,Mauritius
0.13,11141358106,26.12270715,0.975243811,60.5945604,75.4964894,1039,10.3,13.28273245,10014078,2012,Benin
0.2122,2505458705,21.53628652,0.495794393,52.30914232,14.90268322,2526,160,26.15457116,6090860,2008,Sierra Leone
2.6661,14259781159,2.643888158,19.222062,6.391002242,9.588045765,656,15.46,90.9651096,3443067,2002,Lithuania
14.8934,1.21553E+11,30.00120859,19.29696813,21.99900627,6.850057961,565,55.1,47.99978514,46053331,2009,Ukraine
82.73,1.20109E+12,76.57162196,31.03290471,14.4803162,13.15525806,758,409,8.948061838,115755909,2012,Mexico
0.784,5451688868,52.74970534,7.495219885,44.66985982,8.163800042,748,12.5,2.580434837,13445977,2004,Burkina Faso
0.0047,1228329630,15.58988764,9.038461539,62.78089888,284.2580778,1030,0.052,21.62921348,84534,2009,Antigua and Barbuda
1.159566667,7297600897,80.03798325,4.946956769,17.72594828,5.685973574,151,3.5,2.236068474,15455175,2008,Niger
0.557,2829435957,52.54565678,0.856923077,37.96060421,9.633452125,1651,226,9.493739012,8445717,2001,Guinea
33.231,10588433069,88.55573591,5.801501397,9.951664201,0.798699677,2091,1002.8,1.492599891,47724471,2005,Myanmar
3.566125,2.62274E+11,2.738467165,9.853896104,18.08996036,90.6744041,1110,55,79.17157247,8121423,2003,Austria
1.19838,12044208086,46.59623826,7.201802885,37.44888933,8.384437997,1485,26.9,15.95487241,2927519,2009,Albania
0.29,24826102120,0.107797341,0.394075282,28.7459576,71.87147505,1940,170,71.14624506,360563,2019,Iceland
0.7057,52381006892,20.78492491,1.871883289,45.26778124,73.93310532,1010,148,33.94729385,20162340,2006,Angola
0.13,6190270756,37.78591034,0.975243811,43.00091491,56.96456193,1039,10.3,19.21317475,7894554,2004,Benin
0.0429,1749289303,70.86247086,14.3,29.13752914,42.70821023,2301,0.3,0,174804,2014,St. Lucia
0.401025564,6881379762,62.68139582,13.27899218,33.32883359,16.19517829,1212,9.5,3.989770588,10576932,2011,Rwanda
3.298,5856000006,99.48453608,24.52774059,0.454821104,1.932245872,282,6,0.060642814,15411094,2018,Somalia
33.231,23013015832,88.55573591,5.801501397,9.951664201,1.130856782,2091,1002.8,1.492599891,48729486,2008,Myanmar
5.186,14026048691,97.85962206,8.00308642,2.063247204,2.674835008,282,60,0.077130737,18700106,2016,Mali
0.656984849,8495806432,72.89615092,0.499722255,18.84642882,31.37072052,1130,117,8.257420262,5211541,2001,Paraguay
2.572,4.27049E+11,48.79047991,1714.666667,50.48770972,155.0990979,78,0.15,0.721810379,9140169,2018,United Arab Emirates
0.004193333,800481481.5,17.16549296,8.064102564,61.88380282,243.4211708,1030,0.052,20.95070423,76215,2001,Antigua and Barbuda
89.64775,1.26879E+11,93.36677815,78.40111067,5.490523969,2.940371286,228,128.5,1.142697882,66674851,2001,"Iran, Islamic Rep."
2.606738095,20444205991,59.6454244,4.50291604,21.66948293,15.09653029,1996,109.2,18.68509266,12147518,2002,Guatemala
1.5158,2730971150,94.61010687,3.460730594,4.044069138,2.188053516,2387,241,1.345823987,756521,2007,Guyana
50.51,8.80556E+11,86.67933793,37.51764094,9.772709274,14.1687258,593,227,3.5479528,75277439,2012,Turkiye
3.52625,9665793264,81.33591385,33.1041119,13.51439489,3.288370776,657,12.26,5.14969126,12679810,2009,Zimbabwe
26.935,84985132167,96.19454242,118.6563877,3.527009467,3.155193323,250,4,0.278448116,38171178,2015,Sudan
33.231,67144725831,88.55573591,5.801501397,9.951664201,2.359091486,2091,1002.8,1.492599891,52666014,2018,Myanmar
10.448,4.77111E+11,9.444920499,36.16476289,19.49919071,45.66532236,600,53.6,71.05588879,37986412,2015,Poland
0.29,24728285177,0.107797341,0.394075282,28.7459576,66.9055192,1940,170,71.14624506,343400,2017,Iceland
4.032,1.0038E+11,80.20833333,33.23990107,12.27678571,20.89904378,630,20.7,7.514880952,50951450,2019,Kenya
0.8796,10668102735,76.4211005,4.294921875,11.78944975,9.838233945,322,15,11.78944975,11894727,2010,Chad
1.6744,36954312354,25.16722408,5.51878708,45.40731008,24.63314622,618,34,29.42546584,9604924,2006,Belarus
21.66,1.84388E+11,61.06623586,30.04160888,10.68543734,8.51285467,250,64.35,28.24832679,17542806,2015,Kazakhstan
5.236329546,30565400000,52.06804732,18.01592825,33.35669865,8.724384431,1335,38.12,14.57525403,11105791,2000,Cuba
35.87,3.21379E+11,87.81711737,5.723339482,10.03624198,6.663744217,2666,105,2.146640647,163683958,2018,Bangladesh
10.67813333,7633049792,91.09043481,70.44552931,4.94859598,0.637577359,691,63.46,3.960969213,7956382,2012,Tajikistan
0.582,1211161880,94.50171821,11.17511521,5.326460481,3.666926209,384,2.8,0.171821306,2880093,2006,Eritrea
1.45,15139264670,83.37931034,13.38379177,13.10344828,9.974172649,1440,13.007,3.517241379,10412740,2014,Haiti
49.44888889,22311393928,90.32466353,141.8092598,6.733388487,0.971230863,206,16.34,2.941947981,26868000,2007,Uzbekistan
16.3626,52010238716,30.00134453,21.2005701,20.26083874,5.357103573,565,55.1,49.73781673,47812949,2003,Ukraine
0.2819,13682062251,69.79166667,0.861552567,25.34722222,40.23229026,285,6.16,4.861111111,2405680,2018,Namibia
0.5931,99922685425,4.112931335,2.552065405,52.70128965,136.1162611,824,12.6,43.18577902,5398384,2011,Slovak Republic
0.0725,1894813505,0.551724138,0.335648148,82.89655172,22.41838686,1343,141,16.55172414,4798734,2014,Central African Republic
10.19,9.05271E+11,1.099204596,19.34687678,11.31425836,73.50409826,778,11,87.58653705,16693074,2011,Netherlands
8.508,57806506024,15.07992478,7.965546297,19.51104843,13.71296152,637,42.38,65.4090268,21574326,2003,Romania
45.56041429,1.8575E+11,87.55485893,63.98934591,4.263322884,2.844817962,216,35.2,8.181818182,32378061,2011,Iraq
0.582,1589515447,94.50171821,11.17511521,5.326460481,3.561941218,384,2.8,0.171821306,3147727,2010,Eritrea
4.4237,34110064452,82.84789644,631.9571429,14.10078595,12.78681675,56,0.7,3.051317614,5275916,2001,Libya
92.95,4.60383E+11,92.17577706,81.28908129,6.645230439,4.455229261,228,128.5,1.178992497,79961672,2014,"Iran, Islamic Rep."
54.84777143,65140147197,82.76041667,77.03338684,5.494791667,1.81154265,216,35.2,11.74479167,28905607,2006,Iraq
4.150285714,88250885550,60.24653554,3.382465945,24.18290187,32.48261829,1732,327,15.57056259,4027200,2003,New Zealand
13.58438462,2.55807E+11,61.6977553,43.49786941,29.28729506,18.70794959,495,44.8,9.014949641,48556071,2004,South Africa
0.9295,39481045038,0.675893145,6.284651792,17.75024139,43.78653888,1162,18.67,81.57386547,2006868,2006,Slovenia
0.2801,2451606684,79.25740807,10.19286754,15.38736166,11.06238095,1274,10.06,5.355230275,10149577,2013,Burundi
1.473,15950969019,73.04820095,1.751486326,25.25458248,10.82889954,1032,100.3,1.697216565,26843246,2015,Mozambique
5.184,32014247548,89.35185185,12.96324081,10.16589506,6.713369563,1071,84,0.482253086,45110527,2010,Tanzania
0.500512782,8539424910,61.0742066,16.57327093,36.32845713,17.06135231,1212,9.5,2.597336266,11642959,2015,Rwanda
79.91742857,4.44493E+12,67.40462789,36.74364532,18.51335656,55.61903994,1668,430,14.08201555,127141000,2015,Japan
0.0438,775780697.7,8.675799087,2.565905097,45.66210046,34.61495374,788,5.23,45.66210046,1997534,2002,Lesotho
550.9,1.21135E+12,68.82502728,40.23458611,10.45834849,5.028331849,645,2812.9,20.71662423,1262645000,2000,China
88.84,1.22241E+12,75.7204611,44.46268418,14.74018372,14.12725526,758,409,9.548360951,124013861,2018,Mexico
1.335533333,8772951262,90.81861013,5.697667804,7.82803298,5.594354686,151,3.5,1.353356891,17283112,2011,Niger
593.4,1.04757E+13,64.5694259,43.33854311,12.80040053,17.41474316,645,2812.9,22.63017356,1371860000,2014,China
10.05955455,55612228234,91.43997882,30.76316375,8.052046404,5.816244301,848,122,0.507974779,99746766,2014,Ethiopia
0.25,1.83335E+11,26.10669694,431.0344828,69.92054484,664.9087429,74,0.056,3.972758229,2766732,2018,Qatar
0.046,68804811898,0.657894737,3.814262023,92.76315789,1276.920658,934,1,6.578947368,556319,2014,Luxembourg
57.307,4.13366E+11,90.37448086,23.01393518,4.77960423,7.243122183,1622,224.51,4.845914913,70607037,2016,Thailand
3.66,12045631093,86.61202186,9.786096257,11.20218579,8.179789458,1300,92.2,2.18579235,3310202,2003,Uruguay
1.146,3.03414E+11,52.63653484,98.86981279,42.0433145,264.7594039,435,0.75,5.320150659,8380100,2015,Israel
0.189936364,30749308511,33.69493898,163.7382445,61.61803946,145.0094919,83,0.004,4.687021565,1224939,2012,Bahrain
2.768,12237388002,1.914739884,19.95674117,6.213872832,8.651009896,656,15.46,91.87138728,3470818,2001,Lithuania
2.6,21473261837,82.00757576,66.01833278,13.82575758,10.75867906,207,4.195,4.166666667,9893316,2000,Tunisia
0.101,2286000000,67.72277228,1.260294485,11.28712871,21.53952556,1705,15.26,20.99009901,374693,2017,Belize
92.95,2.26452E+11,92.17577706,81.28908129,6.645230439,3.585035823,228,128.5,1.178992497,70182594,2005,"Iran, Islamic Rep."
1.448,56454734397,29.99308915,4.772577456,48.79060124,38.98807624,618,34,21.21630961,9461076,2015,Belarus
79.48,1.18049E+12,76.68742217,29.81379507,14.24657534,13.21196457,758,409,9.066002491,114150481,2011,Mexico
13.9644,43190317725,87.52774397,124.3601389,8.800505955,1.861926978,252,7.132,3.671750078,22605577,2012,Syrian Arab Republic
0.227863636,15968723404,41.83808729,196.4341693,52.72963818,87.18772768,83,0.004,5.432274535,901921,2005,Bahrain
1.473,11936999283,73.04820095,1.751486326,25.25458248,11.24301986,1032,100.3,1.697216565,27696493,2016,Mozambique
1.0358,37128694028,6.810743021,7.467916366,10.69373913,33.21235468,656,15.46,82.49551785,3097282,2010,Lithuania
0.2801,1356199365,79.25740807,10.19286754,15.38736166,8.478882302,1274,10.06,5.355230275,7944609,2007,Burundi
0.0049,1312759259,15.53846154,9.423076923,62.92307692,309.7491688,1030,0.052,21.53846154,82016,2007,Antigua and Barbuda
0.8796,13940768066,76.4211005,4.294921875,11.78944975,12.11400979,322,15,11.78944975,13697126,2014,Chad
0.639061539,1.74161E+11,58.2319358,3195.307692,39.70445967,177.329216,121,0,2.063604529,3646518,2013,Kuwait
4.463075,1.63989E+11,11.1660226,7.708246978,14.78379317,33.02093508,589,6,74.05018423,9771141,2019,Hungary
2.3338,1.04337E+11,78.47525912,1555.866667,17.69222823,82.89745088,78,0.15,3.832512655,3275333,2000,United Arab Emirates
7.137,88941299734,83.31221979,39.55331412,9.418477842,12.51049341,1410,23.5,7.269302372,10881882,2019,Dominican Republic
37.69,5.2632E+11,73.92800424,10.45666408,15.48438327,15.36050875,591,292,10.58761249,42669500,2014,Argentina
37.69,5.45982E+11,73.92800424,10.45666408,15.48438327,15.38631593,591,292,10.58761249,41733271,2012,Argentina
2.714,12457941907,69.34414149,54.75085737,25.86588062,4.406278229,562,6.859,4.789977892,2836557,2018,Armenia
1.915533333,3057475335,72.26881982,6.239522258,17.54080674,3.334356691,1026,58.13,10.19037344,4077131,2000,Georgia
10.76424444,6522732203,91.03871394,71.0136195,5.080446018,0.588350616,691,63.46,3.880840039,7784819,2011,Tajikistan
83.77,4.89312E+12,65.98603798,38.51494253,19.1179624,49.59011233,1668,430,14.89599962,127761000,2004,Japan
0.004646667,856396296.3,16.3590604,8.935897436,62.83557047,235.4154302,1030,0.052,21.30872483,78075,2003,Antigua and Barbuda
8.513,3.09282E+12,15.62316457,14.51491901,70.36297427,320.0022311,1220,145,14.01386115,61322463,2007,United Kingdom
5.7146,54300857424,16.61242345,42.23963338,16.59317585,8.55751623,608,21,66.78915136,7305888,2012,Bulgaria
1.3568,4432937046,85.9375,17.50483809,10.546875,3.086552855,1181,16.14,3.515625,13495463,2007,Malawi
0.0253,1966501118,92.59259259,8.433333333,5.925925926,71.6364174,228,0.3,1.481481482,571202,2018,Cabo Verde
9.4971,22162208956,98.13522023,8.311832662,1.554158638,2.327095551,1500,198.2,0.310621137,27381555,2013,Nepal
5.72,48717854040,83.19039451,817.1428571,12.00686106,8.51710735,56,0.7,4.802744425,6192235,2015,Libya
81.862,66371664817,94.78239668,18.13031538,1.470193832,1.706027406,1821,359.42,3.747409484,83951800,2006,Vietnam
50.46,80845384375,91.55323873,144.7089188,4.508157158,1.593200256,206,16.34,3.938604112,30757700,2014,Uzbekistan
6.129,5.17328E+11,0.640499261,75.29484029,11.44687141,70.16238017,847,12,87.91262933,10709973,2008,Belgium
8.16,2.93486E+12,15.42986703,13.91304348,73.06820271,359.663964,1220,145,11.50193027,65116219,2015,United Kingdom
9.4971,28971589213,98.13522023,8.311832662,1.554158638,2.807458481,1500,198.2,0.310621137,28183426,2017,Nepal
576.1,4.59431E+12,63.28151986,42.07505003,12.59067358,10.83369385,645,2812.9,24.12780656,1324655000,2008,China
52.595,9687788513,90.32556574,150.8316605,6.078068478,0.648079785,206,16.34,3.596365778,25271850,2002,Uzbekistan
4.98125,1.37189E+11,58.55457967,4.059698452,21.3651192,30.83337001,1732,327,20.08030113,4223800,2007,New Zealand
14.0994,2.24562E+11,87.52774397,125.5623831,8.800505955,2.313982936,252,7.132,3.671750078,21827220,2009,Syrian Arab Republic
0.3379,2158972129,94.08284024,1.413807531,5.029585799,6.411456975,2200,78,0.887573965,749761,2016,Bhutan
20.282,6226199249,98.1696273,54.75701944,0.99838511,0.457310636,327,47.15,0.831987591,24411191,2005,Afghanistan
1.520357143,14264202737,21.31140483,14.04746505,20.25229259,9.184065941,2051,10.823,58.43630258,2773129,2013,Jamaica
3.500875,4.01759E+11,2.325226362,9.673597679,19.30697568,101.6563132,1110,55,78.36779796,8343323,2009,Austria
1.100911111,5731485267,75.9263086,4.696719757,21.50096135,5.559118651,151,3.5,2.57273005,14897873,2007,Niger
86.577,1.07849E+12,76.29046976,32.47595541,14.53041801,13.89161054,758,409,9.1837324,121519221,2016,Mexico
0.530766667,7189481824,46.30722854,3.896965247,13.49934058,13.47557447,241,34.8,40.19343089,2702520,2010,Mongolia
0.2066,31054350978,23.18973419,1.217442546,57.28689276,140.423222,667,16.94,19.52337305,2200325,2007,Latvia
